,County,State,Hospital Count
3011,Wayne County,PA,2
3012,Wayne County,TN,1
3013,Wayne County,UT,1
3014,Wayne County,WV,20
3015,Waynesboro City,VA,3
3016,Weakley County,TN,13
3017,Webb County,TX,20
3018,Weber County,UT,16
3019,Webster County,GA,2
3020,Webster County,IA,9
3021,Webster County,KY,7
3022,Webster County,MO,18
3023,Webster County,MS,1
3024,Webster County,NE,1
3025,Webster County,WV,1
3026,Webster Parish,LA,9
3027,Weld County,CO,20
3028,Wells County,IN,1
3029,Wells County,ND,2
3030,West Baton Rouge Parish,LA,20
3031,West Carroll Parish,LA,1
3032,West Feliciana Parish,LA,1
3033,West Virginia,WV,20
3034,Westchester County,NY,20
3035,Westmoreland County,PA,20
3036,Westmoreland County,VA,3
3037,Weston County,WY,1
3038,Wetzel County,WV,1
3039,Wexford County,MI,5
3040,Wharton County,TX,9
3041,Whatcom County,WA,17
3042,Wheatland County,MT,1
3043,Wheeler County,GA,7
3044,Wheeler County,TX,2
3045,White County,AR,4
3046,White County,GA,4
3047,White County,IL,6
3048,White County,IN,2
3049,White County,TN,1
3050,Whiteside County,IL,18
3051,Whitfield County,GA,13
3052,Whitley County,IN,1
3053,Whitley County,KY,3
3054,Whitman County,WA,2
3055,Wibaux County,MT,3
3056,Wichita County,TX,20
3057,Wicomico County,MD,20
3058,Wilbarger County,TX,2
3059,Wilcox County,AL,1
3060,Wilcox County,GA,17
3061,Wilkes County,GA,1
3062,Wilkes County,NC,10
3063,Wilkin County,MN,19
3064,Wilkinson County,GA,12
3065,Wilkinson County,MS,2
3066,Will County,IL,20
3067,Williams County,ND,3
3068,Williams County,OH,8
3069,Williamsburg City,VA,20
3070,Williamsburg County,SC,1
3071,Williamson County,IL,10
3072,Williamson County,TN,2
3073,Williamson County,TX,8
3074,Wilson County,KS,1
3075,Wilson County,NC,1
3076,Wilson County,TN,20
3077,Wilson County,TX,17
3078,Winchester City,VA,15
3079,Windham County,CT,17
3080,Windham County,VT,17
3081,Windsor County,VT,11
3082,Winkler County,TX,1
3083,Winn Parish,LA,1
3084,Winnebago County,IA,2
3085,Winnebago County,IL,20
3086,Winnebago County,WI,20
3087,Winneshiek County,IA,9
3088,Winona County,MN,6
3089,Winston County,AL,2
3090,Winston County,MS,1
3091,Wirt County,WV,20
3092,Wisconsin,WI,20
3093,Wise County,TX,3
3094,Wise County,VA,11
3095,Wolfe County,KY,3
3096,Wood County,OH,1
3097,Wood County,TX,9
3098,Wood County,WI,2
3099,Wood County,WV,20
3100,Woodbury County,IA,19
3101,Woodford County,IL,16
3102,Woodford County,KY,1
3103,Woodruff County,AR,12
3104,Woods County,OK,11
3105,Woodson County,KS,7
3106,Woodward County,OK,11
3107,Worcester County,MA,20
3108,Worcester County,MD,20
3109,Worth County,GA,1
3110,Worth County,IA,10
3111,Worth County,MO,2
3112,Wright County,IA,1
3113,Wright County,MN,19
3114,Wright County,MO,3
3115,Wyandot County,OH,1
3116,Wyandotte County,KS,20
3117,Wyoming County,NY,1
3118,Wyoming County,PA,20
3119,Wyoming County,WV,20
3120,Wyoming,WY,20
3121,Wythe County,VA,1
3122,Yabucoa Municipio,PR,1
3123,Yadkin County,NC,14
3124,Yakima County,WA,20
3125,Yamhill County,OR,20
3126,Yancey County,NC,8
3127,Yankton County,SD,6
3128,Yates County,NY,3
3129,Yavapai County,AZ,9
3130,Yazoo County,MS,2
3131,Yell County,AR,4
3132,Yellow Medicine County,MN,7
3133,Yellowstone County,MT,20
3134,Yoakum County,TX,1
3135,Yolo County,CA,20
3136,York County,ME,14
3137,York County,NE,2
3138,York County,PA,20
3139,York County,SC,20
3140,York County,VA,12
3141,Young County,TX,2
3142,Yuba County,CA,20
3143,Yuma County,AZ,20
3144,Yuma County,CO,3
3145,Zapata County,TX,20
3146,Zavala County,TX,9
3147,Ziebach County,SD,1
